ACADC	aback
9CQDC	taxi
9CQDD	taxis
9CQDH	tea
9CQDS	teach
9CQHC	teak
9CQHD	team
9CQHH	teams
9CQHS	tear
9CQSC	tears
9CQSD	teas
9CQSH	tease
9CQSS	teat
9CKCC	tee
9CKCD	teen
9CKCH	teens
9CKCS	tees
9CKDC	teeth
9CKDD	tell
9CKDH	tells
9CKDS	tempo
9CKHC	tempt
9CKHD	ten
9CKHH	tend
9CKHS	tends
9CKSC	tenet
9CKSD	tenor
9CKSH	tens
9CKSS	tense
9D9HC	tent
9D9HD	tenth
9D9HH	tents
9D9HS	tepid
9D9SC	term
9D9SD	terms
9D9SH	terse
9D9SS	test
9DTCC	tests
9DTCD	text
9DTCH	texts
9DTCS	than
9DTDC	thank
9DTDD	that
9DTDH	thaw
9DTDS	the
9DTHC	thee
9DTHD	theft
9DTHH	their
9DTHS	them
9DTSC	theme
9DTSD	then
9DTSH	there
9DTSS	these
9DJCC	theta
9DJCD	they
9DJCH	thick
9DJCS	thief
9DJDC	thigh
9DJDD	thin
9DJDH	thing
9DJDS	think
9DJHC	thins
9DJHD	third
9DJHH	this
9DJHS	thong
9DJSC	thorn
9DJSD	those
9DJSH	thou
9DJSS	three
9DQCC	threw
9DQCD	throb
9DQCH	throw
9DQCS	thru
9DQDC	thud
9DQDD	thug
9DQDH	thugs
9DQDS	thumb
9DQHC	thump
9DQHD	thus
9DQHH	thy
9DQHS	thyme
9DQSC	tiara
9DQSD	tick
9DQSH	ticks
9DQSS	tidal
9DKCC	tide
9DKCD	tides
9DKCH	tidy
9DKCS	tie
9DKDC	tied
9DKDD	tier
9DKDH	tiers
9DKDS	ties
9DKHC	tiff
9DKHD	tiger
9DKHH	tight
9DKHS	tilde
9DKSC	tile
9DKSD	tiled
9DKSH	tiles
9DKSS	till
9H9SC	tills
9H9SD	tilt
9H9SH	tilts
9H9SS	time
9HTCC	timed
9HTCD	timer
9HTCH	times
9HTCS	timid
9HTDC	tin
9HTDD	ting
9HTDH	tinge
9HTDS	tinny
9HTHC	tins
9HTHD	tint
9HTHH	tints
9HTHS	tiny
9HTSC	tip
9HTSD	tips
9HTSH	tipsy
9HTSS	tire
9HJCC	tired
9HJCD	tires
9HJCH	tit
9HJCS	title
9HJDC	tits
9HJDD	toad
9HJDH	toads
9HJDS	toast
9HJHC	today
9HJHD	toe
9HJHH	toed
9HJHS	toes
9HJSC	toga
9HJSD	toil
9HJSH	token
9HJSS	told
9HQCC	toll
9HQCD	tolls
9HQCH	tomb
9HQCS	tombs
9HQDC	tome
9HQDD	tomes
9HQDH	ton
9HQDS	tonal
9HQHC	tone
9HQHD	toned
9HQHH	tones
9HQHS	tong
9HQSC	tongs
9HQSD	tonic
9HQSH	tonne
9HQSS	tons
9HKCC	too
9HKCD	took
9HKCH	tool
9HKCS	tools
9HKDC	toot
9HKDD	tooth
9HKDH	toots
9HKDS	top
9HKHC	topaz
9HKHD	topic
9HKHH	tops
9HKHS	torch
9HKSC	tore
9HKSD	torn
9HKSH	torso
9HKSS	toss
9STCC	tot
9STCD	total
9STCH	tote
9STCS	totem
9STDC	totes
9STDD	tots
9STDH	touch
9STDS	tough
9STHC	tour
9STHD	tours
9STHH	tout
9STHS	touts
9STSC	tow
9STSD	towed
9STSH	towel
9STSS	tower
9SJCC	town
9SJCD	towns
9SJCH	tows
9SJCS	toxic
9SJDC	toxin
9SJDD	toy
9SJDH	toyed
9SJDS	toys
9SJHC	trace
9SJHD	track
9SJHH	tract
9SJHS	trade
9SJSC	trail
9SJSD	train
9SJSH	trait
9SJSS	tramp
9SQCC	trap
9SQCD	traps
9SQCH	trash
9SQCS	trawl
9SQDC	tray
9SQDD	trays
9SQDH	tread
9SQDS	treat
9SQHC	tree
9SQHD	trees
9SQHH	trek
9SQHS	treks
9SQSC	trend
9SQSD	trial
9SQSH	tribe
9SQSS	trick
9SKCC	tried
9SKCD	tries
9SKCH	trill
9SKCS	trim
9SKDC	trims
9SKDD	trio
9SKDH	trios
9SKDS	trip
9SKHC	tripe
9SKHD	trips
9SKHH	trite
9SKHS	troll
9SKSC	troop
9SKSD	trot
9SKSH	trots
9SKSS	trout
TCTDC	truce
TCTDD	truck
TCTDH	true
TCTDS	truer
TCTHC	truly
TCTHD	trump
TCTHH	trunk
TCTHS	trust
TCTSC	truth
TCTSD	try
TCTSH	tsar
TCTSS	tub
TCJCC	tuba
TCJCD	tube
TCJCH	tubes
TCJCS	tubs
TCJDC	tuck
TCJDD	tucks
TCJDH	tufts
TCJDS	tug
TCJHC	tugs
TCJHD	tulip
TCJHH	tummy
TCJHS	tumor
TCJSC	tuna
TCJSD	tune
TCJSH	tuned
TCJSS	tuner
TCQCC	tunes
TCQCD	tunic
TCQCH	turf
TCQCS	turn
TCQDC	turns
TCQDD	tusk
TCQDH	tusks
TCQDS	tutor
TCQHC	twang
TCQHD	tweak
TCQHH	twee
TCQHS	tweed
TCQSC	tweet
TCQSD	twice
TCQSH	twig
TCQSS	twigs
TCKCC	twin
TCKCD	twine
TCKCH	twins
TCKCS	twirl
TCKDC	twist
TCKDD	two
TCKDH	twos
TCKDS	tying
TCKHC	type
TCKHD	typed
TCKHH	types
TCKHS	udder
TCKSC	ugh
TCKSD	ugly
TCKSH	ulcer
TCKSS	ultra
TDTHC	uncle
TDTHD	uncut
TDTHH	under
TDTHS	undid
TDTSC	undo
TDTSD	undue
TDTSH	unfit
TDTSS	unify
TDJCC	union
TDJCD	unit
TDJCH	unite
TDJCS	units
TDJDC	unity
TDJDD	untie
TDJDH	until
TDJDS	unto
TDJHC	upon
TDJHD	upped
TDJHH	upper
TDJHS	ups
TDJSC	upset
TDJSD	urban
TDJSH	urge
TDJSS	urged
TDQCC	urges
TDQCD	urine
TDQCH	urn
TDQCS	urns
TDQDC	usage
TDQDD	use
TDQDH	used
TDQDS	user
TDQHC	users
TDQHD	uses
TDQHH	usher
TDQHS	using
TDQSC	usual
TDQSD	usurp
TDQSH	utter
TDQSS	vague
TDKCC	vain
TDKCD	valet
TDKCH	valid
TDKCS	valor
TDKDC	value
TDKDD	valve
TDKDH	van
TDKDS	vane
TDKHC	vans
TDKHD	vapor
TDKHH	vary
TDKHS	vase
TDKSC	vases
TDKSD	vast
TDKSH	vat
TDKSS	vats
THTSC	vault
THTSD	veal
THTSH	veer
THTSS	veers
THJCC	veil
THJCD	veils
THJCH	vein
THJCS	veins
THJDC	vend
THJDD	venom
THJDH	vent
THJDS	vents
THJHC	venue
THJHD	verb
THJHH	verbs
THJHS	verge
THJSC	verse
THJSD	verve
THJSH	very
THJSS	vest
THQCC	vests
THQCD	vet
THQCH	veto
THQCS	vets
THQDC	vex
THQDD	via
THQDH	vial
THQDS	vials
THQHC	vicar
THQHD	vice
THQHH	vices
THQHS	video
THQSC	vie
THQSD	view
THQSH	views
THQSS	vigil
THKCC	vigor
THKCD	vile
THKCH	villa
THKCS	vine
THKDC	vines
THKDD	vinyl
THKDH	viola
THKDS	viper
THKHC	viral
THKHD	virus
THKHH	visa
THKHS	visas
THKSC	vise
THKSD	visit
THKSH	visor
THKSS	vista
TSJCC	vital
TSJCD	vivid
TSJCH	vocal
TSJCS	vodka
TSJDC	vogue
TSJDD	voice
TSJDH	void
TSJDS	voids
TSJHC	volt
TSJHD	volts
TSJHH	vomit
TSJHS	vote
TSJSC	voted
TSJSD	voter
TSJSH	votes
TSJSS	vouch
TSQCC	vow
TSQCD	vowed
TSQCH	vowel
TSQCS	vows
TSQDC	vying
TSQDD	wad
TSQDH	wade
TSQDS	wads
TSQHC	wafer
TSQHD	wag
TSQHH	wage
TSQHS	waged
TSQSC	wager
TSQSD	wages
TSQSH	wagon
TSQSS	wags
TSKCC	wail
TSKCD	waist
TSKCH	wait
TSKCS	waits
TSKDC	waive
TSKDD	wake
TSKDH	wakes
TSKDS	walk
TSKHC	walks
TSKHD	wall
TSKHH	walls
TSKHS	waltz
TSKSC	wan
TSKSD	wand
TSKSH	wands
TSKSS	wane
JCJDC	waned
JCJDD	wanes
JCJDH	wanna
JCJDS	want
JCJHC	wants
JCJHD	war
JCJHH	ward
JCJHS	wards
JCJSC	warm
JCJSD	warms
JCJSH	warn
JCJSS	warns
JCQCC	warp
JCQCD	warps
JCQCH	wars
JCQCS	wart
JCQDC	warts
JCQDD	wary
JCQDH	was
JCQDS	wash
JCQHC	wasp
JCQHD	wasps
JCQHH	waste
JCQHS	watch
JCQSC	water
JCQSD	watt
JCQSH	watts
JCQSS	wave
JCKCC	waved
JCKCD	waver
JCKCH	waves
JCKCS	wavy
JCKDC	wax
JCKDD	waxed
JCKDH	waxes
JCKDS	waxy
JCKHC	way
JCKHD	ways
JCKHH	weak
JCKHS	wean
JCKSC	wear
JCKSD	wears
JCKSH	weary
JCKSS	weave
JDJHC	web
JDJHD	webs
JDJHH	wed
JDJHS	wedge
JDJSC	weds
JDJSD	wee
JDJSH	weed
JDJSS	weeds
JDQCC	week
JDQCD	weeks
JDQCH	weep
JDQCS	weeps
JDQDC	weer
JDQDD	weigh
JDQDH	weird
JDQDS	weld
JDQHC	welds
JDQHD	well
JDQHH	wells
JDQHS	welt
JDQSC	welts
JDQSD	went
JDQSH	wept
JDQSS	were
JDKCC	west
JDKCD	wet
JDKCH	whack
JDKCS	whale
JDKDC	wharf
JDKDD	what
JDKDH	whats
JDKDS	wheat
JDKHC	wheel
JDKHD	when
JDKHH	whens
JDKHS	where
JDKSC	whet
JDKSD	whew
JDKSH	which
JDKSS	whiff
JHJSC	while
JHJSD	whim
JHJSH	whims
JHJSS	whine
JHQCC	whip
JHQCD	whips
JHQCH	whirl
JHQCS	whisk
JHQDC	white
JHQDD	whiz
JHQDH	who
JHQDS	whoa
JHQHC	whole
JHQHD	whom
JHQHH	whoop
JHQHS	whore
JHQSC	whose
JHQSD	why
JHQSH	whys
JHQSS	wick
JHKCC	wicks
JHKCD	wide
JHKCH	widen
JHKCS	wider
JHKDC	widow
JHKDD	width
JHKDH	wield
JHKDS	wife
JHKHC	wig
JHKHD	wigs
JHKHH	wild
JHKHS	wilds
JHKSC	will
JHKSD	wills
JHKSH	wilt
JHKSS	wily
JSQCC	win
JSQCD	wince
JSQCH	winch
JSQCS	wind
JSQDC	winds
JSQDD	windy
JSQDH	wine
JSQDS	wines
JSQHC	wing
JSQHD	wings
JSQHH	wink
JSQHS	winks
JSQSC	wins
JSQSD	wipe
JSQSH	wiped
JSQSS	wiper
JSKCC	wipes
JSKCD	wire
JSKCH	wired
JSKCS	wires
JSKDC	wise
JSKDD	wiser
JSKDH	wish
JSKDS	wisp
JSKHC	wisps
JSKHD	wispy
JSKHH	wit
JSKHS	witch
JSKSC	with
JSKSD	wits
JSKSH	witty
JSKSS	wives
QCQDC	wiz
QCQDD	woe
QCQDH	woes
QCQDS	wok
QCQHC	woke
QCQHD	woken
QCQHH	wolf
QCQHS	wolfs
QCQSC	woman
QCQSD	womb
QCQSH	wombs
QCQSS	women
QCKCC	won
QCKCD	wont
QCKCH	woo
QCKCS	wood
QCKDC	woods
QCKDD	woody
QCKDH	woof
QCKDS	wool
QCKHC	wooly
QCKHD	word
QCKHH	words
QCKHS	wordy
QCKSC	wore
QCKSD	work
QCKSH	works
QCKSS	world
QDQHC	worm
QDQHD	worms
QDQHH	worn
QDQHS	worry
QDQSC	worse
QDQSD	worst
QDQSH	worth
QDQSS	wot
QDKCC	would
QDKCD	wound
QDKCH	woven
QDKCS	wow
QDKDC	wowed
QDKDD	wows
QDKDH	wrap
QDKDS	wraps
QDKHC	wrath
QDKHD	wreak
QDKHH	wreck
QDKHS	wren
QDKSC	wring
QDKSD	wrist
QDKSH	writ
QDKSS	write
QHQSC	wrong
QHQSD	wrote
QHQSH	wry
QHQSS	xmas
QHKCC	yacht
QHKCD	yak
QHKCH	yaks
QHKCS	yam
QHKDC	yams
QHKDD	yank
QHKDH	yanks
QHKDS	yap
QHKHC	yard
QHKHD	yards
QHKHH	yarn
QHKHS	yarns
QHKSC	yawn
QHKSD	yawns
QHKSH	year
QHKSS	yearn
QSKCC	years
QSKCD	yeast
QSKCH	yell
QSKCS	yells
QSKDC	yelp
QSKDD	yen
QSKDH	yes
QSKDS	yet
QSKHC	yeti
QSKHD	yew
QSKHH	yield
QSKHS	yoga
QSKSC	yoke
QSKSD	yoked
QSKSH	yolk
QSKSS	yolks
KCKDC	you
KCKDD	young
KCKDH	your
KCKDS	yours
KCKHC	yous
KCKHD	youth
KCKHH	yuck
KCKHS	zany
KCKSC	zeal
KCKSD	zebra
KCKSH	zero
KCKSS	zeros
KDKHC	zest
KDKHD	zeta
KDKHH	zinc
KDKHS	zip
KDKSC	zips
KDKSD	zone
KDKSH	zoned
KDKSS	zones
KHKSC	zoo
KHKSD	zoom
KHKSH	zooms
KHKSS	zoos
